matinée;morning
régir;to govern
poème;poem
bassin;bowl, basin
éteindre;to extinguish, put out, turn off
ministériel;ministerial / minister
rage;rage, fury, rabies
enregistrement;recording, registration, check-in, logging
débarquer;to unload, land, disembark
systématiquement;systematically
énormément;enormously
respirer;to breath
dictature;dictatorship
acheteur;buyer, purchaser
équiper;to equip, kit out, fit out, tool up
édifice;building
lot;share, prize, lot
fondement;foundation
spirituel;witty, spiritual, sacred
fournisseur;supplier, provider
détriment;detriment
unanime;unanimous
agiter;to shake, disturb
élimination;elimination
nazi;Nazi
col;collar, mountain pass
impressionner;to impress, upset
accessible;accessible, approachable
résidence;residence, block of flats
dedans;inside, indoors
agressif;aggressive
loger;to put up, accommodate, stay, find accommodation
ouvertement;openly, overtly
patience;patience
stimuler;to stimulate
classement;classification, ranking
arrestation;arrest
longuement;at length
ancêtre;ancestor, forerunner
intensité;intensity
grandeur;size, greatness
entraînement;training, coaching, drive
déborder;to overflow, boil over, go out, go over
conducteur;driver, operator, conductor
pollution;pollution
islamique;Islamic
attribution;awarding, allocation, assignment, attribution
caméra;camera
dissimuler;to conceal, hide
chronique;chronic, column, page, chronicle
ère;era
rappel;reminder, summary, recall, return, remember
fabricant;manufacturer
utilité;use, usefulness,
ethnique;ethnic
annexe;annex, appendix, related issue
interlocuteur;speaker
spécifier;to specify
souple;supple, agile, soft, floppy, flexible
rémunération;remuneration, payment, pay
faillite;bankruptcy, collapse, failure
touchant;with regard to, concerning, touching, moving
hostile;hostile
imprimer;to print, print out
abuser;to abuse, mislead, take advantage
vérification;check, verification
aveugle;blind
jurer;to swear
trésor;treasure, treasury
vingtaine;about twenty
séquence;sequence
musicien;musician
routier;road, long-distance lorry or truck driver
embrasser;to kiss, embrace
échéance;expiration date, date of payment, deadline
surplus;surplus
prématuré;premature
décrocher;to take down, take off, pick up, lift
rembourser;to reimburse, pay back, pay off, repay
adhérer;to stick to, support, join, be a member of
défenseur;defender
citation;quote, quotation, citation
reconstruction;reconstruction
retomber;to fall again, fall down again
pourvoir;to provide, equip, supply, furnish
systématique;systematic
véritablement;truly, really
parallèlement;in parallel, similarly
légume;vegetable
francophone;French-speaking, French speaker, francophone
émaner;to issue from, emanate from, come from, radiate from
souffle;breath, puff
lac;lake
souhait;wish
prévaloir;to prevail
sixième;sixth
enveloppe;envelope
extension;extension, stretching, expansion
effondrer;to collapse, cave in, fall down
apprêter;to prepare, get ready, dress
anonyme;anonymous
cibler;to target
additionnel;additional
excès;excess, surplus, abuse
douzaine;dozen
turc;Turk, Turkish
incertain;uncertain, unsure
épouser;to marry, wed
consensus;consensus
chat;cat / chat
avertissement;warning
excédent;surplus
mondialisation;internationalisation, globalisation
conventionnel;conventional
unanimité;unanimity
romain;Roman
inégalité;difference, uneveness, inequality
originaire;original, first, native to
finale;finale, final event
mademoiselle;Miss
coûteux;expensive, costly
ventre;belly, stomach
soixante;sixty
bière;beer / coffin
passif;passive, liabilities
interrogation;question, interviewing, interrogation, questioning, test
voile;veil, sail
accentuer;to stress, to emphasize, become more pronounced
rattacher;to attach, join, tie
manuel;manual
contracter;to contract, take out, tense
territorial;territorial, land
subsister;to subsist, remain
carré;square, broad, plain
voleur;thief, light-fingered
centrale;power station, central office
pôle;pole
délit;crime, offence
usager;user
musical;musical
allumer;to switch on, light up, turn on
quelquefois;sometimes
disperser;to scatter, spread, disperse
déchirer;to tear up, tear, rip
mépris;contempt, scorn, disdain
échantillon;sample
continuité;continuity, continuation
fichier;file
conquête;conquest
contourner;to bypass, go round
supplément;supplement, extra
sincère;sincere
optique;optical, optic, perspective
maximal;maximal
permission;permission, leave
méchant;nasty, wicked, mean
idéologie;ideology
interview;interview
désespoir;despair
humeur;mood, temper
demandeur;seeker, complainant
horrible;horrible, terrible, dreadful, hideous
conquérir;to conquer
horaire;schedule, timetable, hourly
encouragement;encouragement
motiver;to justify, account for, motivate
plier;to fold, fold up, fold back, bend
homologue;counterpart, homologue
successif;successive
manifestement;manifestly, clearly
olympique;Olympic
littéralement;literally
reproduction;reproduction
propice;favorable, auspicious propitious
chèque;check
explorer;to explore, investigate, examine
matériau;material
dépendance;dependence, dependency
nu;naked, nude
poignée;handful, fistful, handle
abaisser;to pull down, lower, reduce
divergence;divergence, difference
restant;remaining, the rest, the remainder
détention;detention, possession
étouffer;to suffocate, smother, muffle
inscription;registration, enrolment / engraving
montée;climb, ascent, rise, raising
approvisionnement;supply, supplies, stock, supplying, stocking
municipalité;municipality
consécutif;consecutive
nuage;cloud
institutionnel;institutional
confédération;confederation
quiconque;whoever, anyone who
vendeur;salesman, seller
réplique;reply, retort / replica
acquitter;to acquit, pay, settle, pay off
intervalle;space, distance, interval
métro;underground, metro
coutume;custom
fatiguer;to tire, get tired
panique;panic
abriter;to shelter, shade
variété;variety
bulletin;bulletin, report
flotte;fleet
décourager;to discourage, dishearten, lose heart
poussière;dust
fierté;pride
épisode;episode
détacher;to untie, detach, remove
interface;interface
administrateur;administrator
doucement;gently, softly
quoique;although, though
projection;projection, ejection, discharge
treize;thirteen
antenne;antenna
tarif;price, rate, fare, tariff
remplacement;replacement, standing in
devise;currency, motto, slogan
optimisme;optimism
chanteur;singer
décret;decree
écrit;writing
suggestion;suggestion
queue;tail, handle, stalk, stem, rear
durement;harshly, severely
applaudir;to clap, applaud
sucre;sugar
prioritaire;priority, having priority, having right of way
chair;flesh
exécutif;executive
compétent;competent
sable;sand
corruption;corruption
blé;wheat
chaos;chaos
référer;to refer, consult, refer to
obéir;to obey, comply with, respond to
fusil;rifle, gun
taper;to beat, slam, bang, type
cohérent;coherent
discrétion;discretion
odeur;smell, odor
identification;identification
fêter;to celebrate
substantiel;substantial
asiatique;Asian
aspiration;aspiration
photographie;photography
exclusion;exclusion, expulsion
préconiser;to recommend, advocate
tribune;platform, forum, gallery
bénéficiaire;beneficiary
historien;historian
seize;sixteen
tentation;temptation
gloire;glory, fame
vanter;to vaunt, boast, brag
coincer;to jam, hinder, get stuck
silencieux;silent, noiseless, silencer
continu;continuous
chantier;construction site, roadworks
croyance;belief
ennui;boredom, trouble, worry
pompier;fireman, firefighter
inspection;inspection
convertir;to convert
pouce;thumb, inch
clientèle;customers, clientele
atténuer;to lessen, diminish, dim, subdue, reduce
révélation;diclosure, revelation
survivant;survivor, surviving
applicable;applicable
équitable;equitable, fair
schéma;diagram, outline
acier;steel
vainqueur;winner
dépendant;answerable, responsible, dependent
sud-est;south-east
brancher;to plug in, connect
concession;concession
mystérieux;mysterious, secretive
assdassinat;murder, assassination
rive;shore, bank
tolérance;tolerance
clarté;lightness, brightness clearness, clarity
conjoint;spouse, joint
fermement;firmly
redonner;to give back, return, give more
assortir;to match, accompany
change;exchange
star;star
grain;grain, bean, bead / spot, mole
compliqué;complicated, complex
malaise;uneasiness, discomfort
restaurer;to restore, feed
ambassade;embassy
diplôme;diploma, certificate
miroir;mirror
spectaculaire;spectacular
restructuration;restructure, restructuring
proie;prey
domination;domination, dominion, rule
otage;hostage
moquer;to mock, make fun of
allier;to ally, match, unite
couvert;covered, overcast / place, seat, cutlery
demi-heure;half an hour
placement;investment, placing
difficilement;with difficulty
grille;railings, gate, grid, scale
vieillir;to grow old
abord;manner / approach, access, environs
exigeant;demanding, difficult
primitif;primitive
lune;moon
mention;mention, note, comment, notice
pertinent;pertinent, relevant
brièvement;briefly
actionnaire;shareholder
emprisonner;to imprison, jail, put in jail, trap
raisonnement;reasoning
monstre;monster
quai;platform, quay, embankment
légende;legend, caption, key
spécialité;specialty
cruel;cruel, ferocious, bitter
démission;resignation
quatorze;fourteen
redouter;to dread, fear
médaille;medal
célibataire;single, unmarried
impasse;dead end, cul-de-sac
contredire;to contradict
atelier;workshop, studio
amical;friendly
empire;empire
redresser;to straighten, set right, redress, turn around
invisible;invisible
ramasser;to pick up, collect, gather
politicien;politician
acheminer;to forward, dispatch, transport
comédie;comedy, playacting
propagande;propaganda
colonie;colony
désordre;disorder, confusion
infini;inifinite, infinity
savant;scientist, scholar, learned, scholarly, clever, skilfull
terreur;terror, dread
recruter;to recruit
conformer;to model, conform
virus;virus
reconnaissant;grateful
délibérer;to deliberate, debate
inattendu;unexpected
tunnel;tunnel
cousin;cousin
puiser;to draw, take
géographique;geographic, geographical
réacteur;reactor, jet engine
ajuster;to adjust, alter, aim, aim at
œuvrer;to work
sommeil;sleep, sleepiness
automatiquement;automatically
balance;scales, balance
dépression;depression
pompe;pump
contestation;questioning, protest
inconvénient;snag, drawback, disadvantage, inconvenience
frein;brake
inspiration;inspiration
candidature;application, candidacy, candidature
armement;arms, weapons, armament
épargne;savings, saving
iranien;Iranian
conférer;to confer
stupide;stupid, silly, bemused
surpris;surprised, amazed
interpeller;to call out to, question
fréquemment;frequently
symbolique;symbolic
pavillon;country house, villa, wing pavilliion, flag
pape;pope
préliminaire;preliminary, introductory
sensation;sensation
troubler;to disturb, disrupt, cloud
angoisse;distress, anguish, dread, fear
générosité;generosity, generously
chaise;chair
hautement;highly
légitimité;legitimacy
emprunt;loan
clause;clause
clef;key
répression;repression, suppression, crack-down
tombe;grave, tomb
dériver;to divert, derive
évacuer;to evacuate, clear
blocage;block
faille;fault
fouiller;to search, frisk, go through, rummage through
respectivement;respectively
éternel;eternal, everlasting
intime;intimate, close, secret, private
cerner;to surround, encircle, delimit
hostilité;hostility, hostilities
manche;handle, sleeve
mathématique;mathematical / mathematics
gamin;kid
induire;to infer, induce, result in , lead to
temple;temple
maîtrise;mastery, command, control, master's degree
arbitrage;refereeing, umpiring, arbitration
boucler;to fasten, loop, resolve
réparation;repair, repairing, correction, compensation
évêque;bishop
déléguer;to delegate
solitude;solitude, loneliness
miner;to mine, erode
superbe;superb, magnificient, handsome, gorgeous
gonfler;to inflate, blow up, swell
missile;missile
minuit;midnight
composante;component
veuf;surviving spouse
comparaître;to appear
trame;weft, framework / tram
bain;bath, bathing
sûreté;safety, reliability
hâte;haste, impatience
instituer;to introduce, impose, establish, institute
format;format
hiérarchie;hierarchy
estimation;appraisal, valuation, assessment, estimate
mutation;transfer, transformation, mutation
imminent;imminent, impending
héroïne;heroine
esclave;slave
marocain;Moroccan
menu;menu, slender, slim, minor
imaginaire;imaginary
administrer;to manage, run, administer / to give
atteinte;reach / attack, blow
démissionner;to resign
racheter;to repurchase, buy back, redeem
théorique;theoretical
guise;wish / like, by way of
scandaleux;scandalous, outrageous
vulnérable;vulnerable
ennuyer;to bore, worry, bother
élan;momentum, surge, rush / elk, moose
nominal;nominal
manipuler;to handle, manipulate
peiner;to toil, labor, struggle
renouvellement;replacement, recurrence, repetition
noble;noble
hebdomadaire;weekly
approbation;approval
protestant;Protestant
faisceau;bundle, beam, stack
regagner;to win again, regain, get back, make up
dégât;damage
pilier;pillar
animateur;animator, host
multinational;multinational
méfier;to distrust, mistrust
étroitement;closely
jouet;toy
formé;formed
complice;accomplice
homosexuel;homosexual
toile;cloth, canvass, web
laver;to wash, clean
empreinte;imprint, print, mark, impression
faillir;to have almost, fail, fail to
curiosité;curiosity
passeport;passport
creux;hollow, empty, hole
livraison;delivery
château;castle
nous-mêmes;ourselves
forum;forum, newsgroup
via;via
coter;to quote, rate
éclat;splinter, fragment, brightness, burst
sincèrement;sincerely
thé;tea
préférable;preferable
attachement;attachment, affection
liquide;liquid
gamme;range, scale
motivation;motivation, application
protestation;protest, protestation
demeure;residence, home
adéquat;appropriate, suitable, adequate
geler;to freeze, ice over, suspend
défiler;to unthread, parade
peintre;painter
volontairement;voluntarily, willingly
magique;magic / magical
bien-être;well being
cap;cape
raide;stiff, straight
maigre;thin, skinny, slim, lean
artistique;artistic
aspirer;to breathe in, inhale, aspire to
habituellement;usually, generally
quasiment;almost, early
allure;speed, pace, walk, look, appearance
deuil;mourning, grief
énoncer;to state, set out, express
islamiste;Islamist
prénom;first name
réussi;successful
bilatéral;bilateral
rétablissement;restoring, re-establishment, recovery
cynique;cynical, cynic
environnemental;environmental
constructeur;builder, manufacturer
colonel;colonel
nœud;knot
peindre;to paint, depict, portray
bâton;tick, club, baton
démocrate;democrat, democratic
précédemment;previously
idiot;idiot, fool, stupid
querelle;quarrel
explosif;explosive
flic;cop
solitaire;solitary, lone, lonely
déceler;to discover, detect
herbe;grass, herb
élevé;high, heavy, tall
acharner;to go at fiercely and unrelentingly
bombardement;bombing, shelling
bagage;luggage, baggage
singulier;unique, singular
capitalisme;capitalism
suspension;hanging, suspending, breaking off, postponement, suspension
mince;thin, slim, slender
assimiler;to assimilate, take in
plume;feather
publicitaire;advertising, promotional
incarner;to embody, incarnate
opter;to opt, decide
habiller;to dress, get dressed
trajet;journey, route
sinistre;disaster, sinister
pis;worse
reconstruire;to rebuild, reconstruct
tueur;killer, hit man
tournoi;tournament
cimetière;cemetery, graveyard
douane;customs, duty
domestique;servant, domestic
soucieux;concerned, worried
premièrement;first
complicité;complicity
décréter;to declare, decree
flamme;flame, fire, fervor, brilliance
approprié;appropriate
dix-huit;eighteen
nouveauté;novelty, new release
brusquement;abruptly, suddenly
coïncider;to coincide, correspond
déterminé;determined, resolute, specific
ménager;to handle, arrange / domestic
millénaire;millennium, thousand-year-old
alerte;agile, alert, warning
renforcement;reinforcement, strengthening
ange;angel
guérir;to cure, heal, get better
immobilier;property, real estate, property business, real estate business
certificat;certificate
contaminer;to contaminate, infect
pénurie;shortage
tirage;drawing, circulation, run
perception;perception, collection
philosophe;philosopher
planche;plank, board
crédibilité;credibility
fiction;fiction
handicapé;disabled, handicapped
boisson;drink, beverage
élaboration;working-out, development
habitation;residence, home, dwelling, housing
représentatif;representative
débrouiller;to untangle, sort out, manage, get by
imposition;taxation
générer;to generate
ajustement;adjustment
princesse;princess
virer;to turn, change, transfer, kick out
facilité;easiness, ease, aptitude
postal;postal, mail
perturber;to disrupt, disturb
répercussion;repercussion
oncle;uncle
viol;rape
culte;worship, cult
gosse;kid
équipage;crew, gear
carburant;fuel
canon;gun, cannon
prometteur;promising
apprentissage;learning, apprenticeship
soi-disant;so-called, supposedly
chaussure;shoe, sneaker
salarial;salary
abolir;to abolish, do away with
pâte;paste, dough, pasta
cohésion;cohesion
ruine;ruin, ruins
percer;to pierce, drill, break into
rassemblement;gathering, collecting, assembling
malentendu;misunderstanding
soigneusement;tidily, neatly, carefully
pot;jar, pot
règne;reign
impulsion;impulse, pulse
physiquement;physically
minimal;minimal, minimum
fossé;ditch
dépens;expense
implanter;to implant, set up, establish
descendant;downward, descending, descendant
politiquement;politically, diplomatically
crever;to burst, puncture
interruption;interruption, break
polonais;Polish
patrie;homeland, home country
prélèvement;imposition, levying, withdrawal, removal, deduction
ex;ex
studio;studio, studio apartment
intégrité;integrity
prescrire;to order, command, prescribe, stipulate
exhorter;to exhort, urge
tribu;tribe
globe;globe
apaiser;to calm, appease, calm down
sélectionner;to select
familier;familiar, informal
quinzaine;about fifteen, two weeks
paralyser;to paralyze
impatience;impatience
logiciel;software, program, application
visiblement;obviously, clearly, visibly
suicider;to commit suicide
préjugé;prejudice, bias
impératif;need, necessity, urgent, imperative
renvoi;dismissal, expulsion, suspension, cross-reference
charme;charm
atout;trump, asset
portugais;Portuguese
nord-ouest;north-west
affaiblissement;weakening
balayer;to sweep up, sweep out
peupler;to populate, inhabit
cauchemar;nightmare, bad dream
pénible;hard, difficult, painful, tiresome
venue;coming
ballon;ball
abstenir;to abstain, refrain
affrontement;clash, confrontation
expulser;to expel, evict, deport, throw out
resserrer;to tighten up, strengthen
activement;actively
décor;scenery, décor, set
compassion;compassion
couronne;crown, wreath
descente;descent, raid, downward slope
plancher;floor
trentaine;about thirty
détresse;distress
escalier;stairs, staircase
barrage;barrier, obstruction, dam, roadblock
néant;nothingness
support;support, stand
effondrement;collapse, caving-in, falling-in, breaking-down
encaisser;to receive, collect, cash
déduire;to deduct, deduce, infer, figure out
baptiser;to name, christen, baptize
incompatible;incompatible
bienvenu;welcome
espérance;hope
synthèse;summary, synthesis
conjoncture;situation, climate
défier;to challenge, defy, distrust
baie;bay / berry
récompense;reward, award
étendue;area, expanse, duration, extent, range
tiens;ah, well
carnet;notebook, notepad
banc;bench, workbench, pew
réformer;to re-form, reform, discharge
assise;basis, foundation
énergétique;energic, vigorous
reléguer;to relegate
architecte;architect
deuxièmement;secondly
vedette;star, patrol boat
intervenant;contributor, intervener
séminaire;seminar, seminary
contrer;to counter
nerveux;nervous, irritable
assaut;assault, attack, bout
couteau;knife
arbitraire;arbitrary
vraisemblablement;most probably
propagation;propagation, spreading
masculin;male, masculine
imiter;to imitate
embaucher;to hire
primordial;primordial, basic, vital, primary
arbitre;referee, arbitrer, arbitrator
manteau;coat, overcoat
implication;implication
grand-père;grandfather
reflet;reflection, glint, highlight
requête;request, petition
décliner;to decline, refuse, turn down
rideau;curtain
fermé;shut, closed, locked
manipulation;handling, manipulation
piquer;to sting, bite, prick, be hot / to steal
assiette;plate, dish, bowl
gigantesque;gigantic, immense
rival;rival
refermer;to close again, shut again, close up
écu;ecu
confus;confused, embarrassed
expédition;dispatch, shipping, shipment, expedition
reconstituer;to reconstitute, restore, reconstruct
protégé;protected, protégé
chant;song
diplomatie;diplomacy
lieutenant;lieutenant
réputé;famous, renowned
indirect;indirect
apte;capable
dépêcher;to dispatch, send, hurry
démentir;to deny, refute, contradict
sud-ouest;south-west
envergure;wingspan, breadth, scope
touche;button, key, touch, touchline
déterminant;determining, deciding, crucial
sous-marin;submarine, underwater
acheminement;routing, shipment
externe;external, outer
hôte;host, guest
assassin;murderer, assassin
confirmation;confirmation
tapis;carpet, mat, covering
corde;rope, chord, string
notable;notable, noteworthy
rationnel;rational
divin;divine, heavenly
endormir;to put to sleep, fall asleep
épais;thick, pitch dark, thickly
exposé;account, statement, talk
boutique;shop
récolter;to harvest, gather
tchèque;Czech
autoroute;motorway, highway, freeway
maternité;maternity, motherhood
là-dedans;inside, in it
différend;disagreement, controversy
explicite;explicitly
comté;county, earldom
par-dessus;over
quota;quota
tailler;to cut, carve, engrave, sharpen, trim
apparent;apparent, obvious
enfuir;to run away, flee
assistant;assistant
portion;portion, share
allocation;allocation, granting, allotment, allowance
spéculation;speculation
décéder;to die, pass away, pass on
serré;tight, packed, crowded
enquêter;to investigate, hold inquiry, conduct a survey
dix-sept;seventeen
allonger;to lengthen, extend, stretch out
chauffeur;driver, chauffeur
prospérité;prosperity
ambiguïté;ambiguity
bourgeois;middle class
touristique;holiday, tourist
obscur;dark, vague, obscure
cou;neck
invention;invention
boucle;loop, buckle, curl
flou;blurred, fuzzy, vague
redire;to say again, repeat
consultatif;advisory
torturer;to torture
carton;cardboard, card, score
effrayer;to frighten, scare
pitié;pity, mercy
complexité;complexity
favori;favorite
noyau;core, nucleus, pit
brandir;to brandish, wield, wave
repenser;to rethink
timide;timid, shy, bashful
audition;hearing, examination, audition
comptabilité;accountancy, accounting, book-keeping
précaire;precarious, makeshift
trône;throne
insulter;to insult
saut;jump, leap
amende;fine
différemment;differently
programmation;programming
crédible;credible
justification;justification, proof
conservation;preservation, preserving, retention
transit;transit
organisateur;organiser, organising
galerie;gallery
aménagement;development, planning, fitting, adjustment
manifestant;protester, demonstrator
char;tank
criminalité;crime
masquer;to mask, conceal, put on a mask
masque;mask
dorénavant;from now on, henceforth
festival;festival
prôner;to laud, extol, advocate, commend
radicalement;radically
franchise;frankness, exemption, duty-free, franchise, deductible
ultérieur;later, subsequent
expédier;to send, dispatch
axer;to center
propager;to propagate, spread
rectifier;to rectify, correct
tennis;tennis
avenue;avenue
vengeance;revenge
émouvoir;to move, touch
hé;hey
génial;inspired, great, brilliant
réduit;reduced, scaled-down, cut-down, tiny room, hideout
alléger;to lighten, alleviate,
vierge;virgin
meuble;piece of furniture
rapprochement;bringing together, coming closer, parallel
confession;confession
suspens;suspension, abeyance
dégradation;degrading, damaging, erosion / demotion
vingtième;twentieth
agenda;diary, planner
grand-mère;grandmother
phare;lighthouse, headlight
virtuel;virtual, potential
gagnant;winner, winning
nettoyer;to clean
diagnostic;diagnosis
poing;fist, punch
étiquette;label, ticket, etiquette, sticker, tag
tante;aunt
chemise;shirt, folder
pile;pile, stack, battery, tails
kilo;kilo
citoyenneté;citizenship
douceur;softness, smoothness, mildness, gentleness, sweetness
attester;to attest, confirm
attraper;to catch, get, pick up
prestigieux;prestigious
ruiner;to ruin, bankrupt oneself
croix;cross
nullement;not in the least
incorporer;to incorporate, insert, merge
débloquer;to free, unfreeze, unjam, release, unblock
ficher;to file / to make fun of, not care, not give a damn
censure;censorship
linguistique;linguistic, linguistics
accompli;accomplished
terriblement;terribly, awfully
main-d'œuvre;manpower, labor, workforce
invasion;invasion
orange;orange
jury;jury, board of examiners
bœuf;ox, steer, beef
rallier;to rally, win over, join
roue;wheel
barrer;to close, block, bar, cross
réaffirmer;to reaffirm, reassert
assigner;to assign, allocate, attach, attribute
souhaitable;desirable
soupçon;suspicion
constat;report, statement
communisme;communism
dynamisme;dynamism
flagrant;blatant, glaring
paire;pair
loup;wolf
concerter;to devise, consult
désespérer;to despair
subit;sudden
diplomate;diplomat, diplomatic
joue;cheek
essuyer;to wipe, dry, mop, dust
exporter;to export
étaler;to spread, display, apply
reconduire;to renew, drive back
handicap;handicap
bonsoir;good evening
casque;helmet
autrui;others
bousculer;to knock over, knock into
ériger;to erect, set up
conversion;conversion
patte;paw, foot, leg
planifier;to plan
transitoire;transient, interim, provisional
tardif;late
prédécesseur;predecessor
natal;native, home
humour;humour
défaillance;fault, failure, breakdown, blackout, weakness
hélas;alas
cabine;hut, cubicle, booth, box, room
fardeau;burden
héritier;heir
apport;supply, contribution
remboursement;reimbursement
échelon;rung, step, grade, echelon
fondre;to melt, merge
occurrence;instance, case, occurrence
authentique;genuine, authentic
attentivement;attentively, carefully, closely
irlandais;Irish
confortable;comfortable
au-dessous;underneath
fonctionnel;functional
panne;breakdown, failure
adieu;goodbye, farewell, adieu
entre-temps;meanwhile, in the meantime
insérer;to insert
confrère;colleague
litre;litre
suivi;follow-up / consistent, continuous
variation;variation, change
productif;productive
groupement;grouping, group, categorization
modernisation;modernization
déploiement;deployment, spreading, unfurling, display
impuissant;powerless, helpless
restauration;restoration / catering
haïr;to detest, hate, abhor
marée;tide
souscrire;to subscribe
diable;devil
suffrage;vote
spontané;spontaneous
joyeux;merry, joyful, happy
concilier;to reconcile
tristesse;sadness, gloominess, dreariness
asile;shelter, asylum, hospital
sombrer;to darken / to sink, lapse
photographe;photographer
libanais;Lebanese
archives;archives, records
honteux;ashamed, shameful
rapporteur;telltale, rapporteur
dix-neuvième;nineteenth
indemnisation;indemnification, compensation
harceler;to harass, plague
leadership;leadership
cahier;notebook
portable;portable, wearable / cell phone
précoce;early, precocious
qualification;qualification
insulte;insult
planer;to glide, soar
stage;internship, training course
dédier;to dedicate
carrément;completely, directly, straight out
exil;exile
artisan;craftsman, self-employed
rassurant;reassuring, comforting
remède;cure, remedy
composant;component, constituent
économiquement;economically
hurler;to scream, yell
yen;yen
gras;fatty, fat, greasy
médiatique;media
statue;statue
frappe;strike, striking, stamp, impression, punch
industrialiser;to industrialize
efficacement;efficiently, effectively
golfe;gulf
ambiance;atmosphere, mood
coopérer;to cooperate
bus;bus
septième;seventh
façade;front, façade
charmant;charming
marginal;marginal
comptable;accountant, accountable
isolement;loneliness, isolation, insulation
modérer;to restrain, moderate, reduce
volant;steering wheel
porc;pig, pork
appartenance;membership, belonging
émeute;riot, rioting
constructif;constructive
minime;minor, minimal
ralentissement;slowing down
mobilisation;mobilization
tâcher;to endeavor
racisme;racism
mairie;town hall, city hall
aptitude;ability
fumée;smoke
sauvetage;rescue, salvaging
récession;recession
convaincant;convincing
sou;penny
analyste;analyst
prétendu;so-called, alleged
grossier;unrefined, crude, coarse, rude, rough
ignorance;ignorance
pervers;pervert, perverse, perverted
sensiblement;approximately, more or less, noticeably
léguer;to bequeath, hand down, pass on
prélever;to impose, levy, withdraw, remove
noyer;walnut / to drown, flood, blur, water down
abbé;abbot, priest
détecter;to detect
capter;to pick up, capture, tap
sceptique;sceptical, sceptic
vôtre;yours
problématique;problematic / problem
voiler;to veil
nationalité;nationality
serment;oath, vow
envoler;to fly away, fly off, take off
pasteur;minister, clergyman, pastor
activer;to activate, speed up, stoke, get moving
chimie;chemistry
erroné;erroneous
fantôme;ghost, phantom
naviguer;to navigate, sail
yougoslave;Yugoslav, Yugoslavian
explicitement;explicitly
alerter;to alert, inform, warn
vigilance;vigilance, watchfulness
rock;rock music
réconciliation;reconciliation
revers;back, reverse, setback
aviation;aviation
souplesse;suppleness, flexibility
respectueux;respectful
trahison;betrayal, treachery, treason
débit;debit, turnover, delivery, rate
sursis;reprieve, deferment
simultanément;simultaneously
techniquement;technically
os;bone
cote;rating, share index, quoted value
dictionnaire;dictionary
symptôme;symptom
délibérément;deliberately
écoute;listening
contingent;contingent, draft, quota
émerger;to emerge, rise up, come out
instruire;to teach, educate, inform
équité;equity, fairly
inconscient;unconscious, thoughtless
chaleureux;warm
déguiser;to disguise
fièvre;fever
vitre;pane, window
fantastique;fantastic, terrific, great, weird, eerie
courbe;curve, curved
soustraire;to substract, remove, shield, escape from
instable;unstable
vapeur;vapor, steam, steamship
beurre;butter
monument;monument
oral;oral
téléviser;to televise
consolider;to strengthen, reinforce
muet;mute, silent, dumb
contrevenant;offender, offending
offensive;offensive, offence
routine;routine
coder;to code, encode
gel;frost, freezing, gel
rénovation;renovation, restoration
controverse;controversy
médiocre;mediocre, second-rate
filial;filial / branch office
relais;shift, relay
opposant;opponent, opposing
aval;downstream, downhill
rubrique;column, heading, rubric
préfet;prefect
provocation;provocation
sommaire;summary, brief, cursory
versant;hillside, mountainside
réticence;reluctance, hesitation
grossesse;pregnancy
égyptien;Egyptian
timbre;to stamp
découper;to carve, cut,
distributeur;distributor, machine
élargissement;widening, letting-out, stretching, broadening
dégrader;to degrade, debase, damage, erode
colonial;colonial
pourparler;talk, discussion, negotiation
incidence;effect, incidence
béton;concrete
fiable;reliable, trustworthy
génocide;genocide
vingt-quatre;twenty four
épouvantable;terrible, appalling, dreadful
indifférent;indifferent, unconcerned, unimportant
audacieux;daring, audacious, bold
poudre;powder
teneur;content
inverser;to reverse, invert
naval;naval
dérive;drift
mécontent;discontented, dissatisfied, displeased
vocabulaire;vocabulary
stabiliser;to stabilize
délégué;delegate
centrer;to center
algérien;Algerian
sympathique;likeable, nice, pleasant
alentour;around, round about
corrompre;to corrupt, bribe
commerçant;shopkeeper, merchant, commercial
poitrine;chest, breast, breasts, bosom
couronner;to crown, award
relire;to reread, proofread
perpétuer;to perpetuate, carry on
doctrine;doctrine
compétitif;competitive
majesté;majesty
mouton;sheep
indifférence;indifference
omettre;to leave out, miss out, omit
typique;typical
concurrentiel;competitive
désarmement;disarmament, disarming
quotidiennement;daily, every day
architecture;architecture
éventualité;eventuality, possibility
massacrer;to slaughter, massacre
réciproque;mutual, reciprocal, the opposite
état-major;staff, staff headquarters
attarder;to linger
englober;to include, encompass, incorporate
grossir;to get larger
séparatiste;separatist
surcroît;extra, additional
sortant;outgoing
plomb;lead
gorge;throat
nationaliste;nationalist
exportateur;exportateur, exporting
montre;watch
ratifier;to ratify
exploit;exploit
encourageant;encouraging
climatique;climatic
aviser;to notice, advise
épidémie;epidemic
alarme;alarm
parier;to bet
écologique;ecological
lunette;telescope, glasses
entourage;circle, entourage
sphère;sphere
confidentiel;confidential
sanctionner;to sanction, punish, approve
recrutement;recruiting, recruitment
détendre;to release, slacken, loosen, relax
aisé;easy, well off, well-to-do
toilette;washing, toilet, lavatory, bathroom, restroom
autobus;bus
défavoriser;to put at a disadvantage
résistant;robust, sturdy, resistance fighter
admiration;admiration
acide;acid
banal;banal, trite, commonplace, ordinary
poulet;chicken
pêcher;to fish, go fishing / peach tree
brigade;team, squad, brigade
trembler;to shiver, tremble, shake, flicker
reçu;receipt, accepted
